idx,full address,lat,long
711704,"215 BT BATOK ST 21 , Singapore",1.3468005,103.7534938
711705,"289G BT BATOK ST 25 , Singapore",1.3450115,103.7589247
711706,"358 BT BATOK ST 31 , Singapore",1.3614621,103.7507755
711709,"104 BT BATOK CTRL , Singapore",1.348997,103.7472936
711712,"290F BT BATOK ST 24 , Singapore",1.3433277,103.7575647
711713,"190 BT BATOK WEST AVE 6 , Singapore",1.3455259,103.7458899
711714,"626 BT BATOK CTRL , Singapore",1.3517286,103.7489685
711715,"403 BT BATOK WEST AVE 7 , Singapore",1.3651604,103.7448918
711718,"122 BT BATOK CTRL , Singapore",1.351953,103.7470673
711719,"535 BT BATOK ST 52 , Singapore",1.3550168,103.7503229
711720,"289A BT BATOK ST 25 , Singapore",1.3446359,103.7605542
711722,"76 TELOK BLANGAH DR , Singapore",1.2744038,103.8088114
711723,"28 JLN BT MERAH , Singapore",1.286411,103.8098657
711726,"138 JLN BT MERAH , Singapore",1.2785492,103.8261093
711727,"43 TELOK BLANGAH RISE , Singapore",1.270435,103.8232283
711729,"2 JLN BT MERAH , Singapore",1.2866982,103.8068191
711730,"44 TELOK BLANGAH DR , Singapore",1.2714028,103.8106225
711731,"22 TELOK BLANGAH CRES , Singapore",1.2766159,103.819864
711733,"28 HOY FATT RD , Singapore",1.2864623,103.8098075
711738,"64 TELOK BLANGAH DR , Singapore",1.2745397,103.8107131
711739,"113 JLN BT MERAH , Singapore",1.2805225,103.8258442
711741,"61 TELOK BLANGAH HTS , Singapore",1.2757812,103.8120747
711742,"86 REDHILL CL , Singapore",1.2869242,103.8188638
711746,"22 HAVELOCK RD , Singapore",1.288844,103.8287358
711747,"75 TELOK BLANGAH DR , Singapore",1.2749161,103.8087208
711749,"50 MOH GUAN TER , Singapore",1.2841556,103.8304773
711750,"146 JLN BT MERAH , Singapore",1.277938,103.8309096
711751,"69 TELOK BLANGAH HTS , Singapore",1.2756444,103.810354
711753,"111A DEPOT RD , Singapore",1.2811278,103.8088168
711755,"62 TELOK BLANGAH HTS , Singapore",1.2753474,103.8111688
711756,"39 JLN RUMAH TINGGI , Singapore",1.2888188,103.8101471
711758,"118A JLN MEMBINA , Singapore",1.2815308,103.8256791
711759,"6A BOON TIONG RD , Singapore",1.2868551,103.8313625
711760,"75B REDHILL RD , Singapore",1.288477,103.8158952
711761,"25B JLN MEMBINA , Singapore",1.2828988,103.8252185
711762,"109A DEPOT RD , Singapore",1.2809776,103.8095416
711763,"116 BT MERAH CTRL , Singapore",1.2839699,103.8149968
711764,"87 TELOK BLANGAH HTS , Singapore",1.27689,103.8087208
711765,"114 BT PURMEI RD , Singapore",1.275194,103.8258403
711767,"115 BT PURMEI RD , Singapore",1.2754806,103.8269273
711768,"21 TELOK BLANGAH CRES , Singapore",1.2766836,103.8208603
711769,"131 CASHEW RD , Singapore",1.3746099,103.7707819
711770,"106 GANGSA RD , Singapore",1.3779831,103.7674096
711771,"102 GANGSA RD , Singapore",1.3792448,103.7678849
711772,"219 PETIR RD , Singapore",1.3742328,103.7725926
711773,"438 FAJAR RD , Singapore",1.3828973,103.7700576
711775,"437 FAJAR RD , Singapore",1.382314,103.7695145
711776,"516 JELAPANG RD , Singapore",1.3872943,103.7672738
711777,"441 FAJAR RD , Singapore",1.3834078,103.7705103
711778,"510 JELAPANG RD , Singapore",1.3875027,103.7692202
711779,"143 PETIR RD , Singapore",1.3762416,103.7675227
711780,"472 SEGAR RD , Singapore",1.3879409,103.7725926
711781,"209 PETIR RD , Singapore",1.37419,103.775762
711782,"406 FAJAR RD , Singapore",1.3818859,103.7675227
711784,"651 SENJA LINK , Singapore",1.3866192,103.7636526
711785,"227 PENDING RD , Singapore",1.3749364,103.7715505
711786,"230 PENDING RD , Singapore",1.3762144,103.7721399
711788,"482 SEGAR RD , Singapore",1.3891895,103.7722305
711789,"237 BT PANJANG RING RD , Singapore",1.3784947,103.7707819
711790,"235 BT PANJANG RING RD , Singapore",1.3784741,103.7711667
711794,"603 SENJA RD , Singapore",1.3815515,103.762091
711797,"430 BT PANJANG RING RD , Singapore",1.3867807,103.7704198
711798,"526 JELAPANG RD , Singapore",1.3854373,103.7651463
711799,"110 GANGSA RD , Singapore",1.3780714,103.7679754
711800,"533 BT PANJANG RING RD , Singapore",1.3849693,103.7636979
711801,"545 BT PANJANG RING RD , Singapore",1.3816901,103.7634489
711806,"152 GANGSA RD , Singapore",1.3752426,103.7660064
711808,"650 SENJA LINK , Singapore",1.3870322,103.763383
711810,"4 QUEEN'S RD , Singapore",1.3191525,103.8083359
711811,"8 EMPRESS RD , Singapore",1.3163339,103.8052796
711812,"7 TOH YI DR , Singapore",1.3373757,103.7750375
711813,"10 JLN KUKOH , Singapore",1.2869588,103.8390615
711814,"635 VEERASAMY RD , Singapore",1.3067255,103.8552195
711816,"264 WATERLOO ST , Singapore",1.299144,103.852039
711817,"533 UPP CROSS ST , Singapore",1.284485,103.845439
711818,"671B KLANG LANE , Singapore",1.309293,103.85259
711829,"106 TECK WHYE LANE , Singapore",1.3779405,103.7528575
711830,"1 TECK WHYE AVE , Singapore",1.3825654,103.7517712
711831,"3 TECK WHYE AVE , Singapore",1.3825242,103.7525406
711833,"104 TECK WHYE LANE , Singapore",1.3770603,103.752948
711836,"113 TECK WHYE LANE , Singapore",1.3779522,103.750866
711839,"237 CHOA CHU KANG CTRL , Singapore",1.3794328,103.748422
711840,"151 JLN TECK WHYE , Singapore",1.3784093,103.7572705
711843,"425 CHOA CHU KANG AVE 4 , Singapore",1.3811902,103.7394383
711844,"687B CHOA CHU KANG DR , Singapore",1.4044067,103.7507529
711846,"543 CHOA CHU KANG ST 52 , Singapore",1.3938834,103.7443261
711847,"692B CHOA CHU KANG CRES , Singapore",1.4006074,103.7513186
711848,"469 CHOA CHU KANG AVE 3 , Singapore",1.3779397,103.7374018
711849,"611 CHOA CHU KANG ST 62 , Singapore",1.3999194,103.7437151
711850,"281 CHOA CHU KANG AVE 3 , Singapore",1.3810032,103.743172
711851,"276 CHOA CHU KANG AVE 2 , Singapore",1.3796044,103.7441677
711852,"433 CHOA CHU KANG AVE 4 , Singapore",1.3850437,103.7418143
711854,"792 CHOA CHU KANG NTH 6 , Singapore",1.3951208,103.7489651
711855,"569 CHOA CHU KANG ST 52 , Singapore",1.3961436,103.7465437
711856,"340 CHOA CHU KANG LOOP , Singapore",1.3841235,103.7455481
711857,"217 CHOA CHU KANG CTRL , Singapore",1.3831102,103.7464306
711859,"638 CHOA CHU KANG ST 64 , Singapore",1.3977648,103.7483315
711860,"680 CHOA CHU KANG CRES , Singapore",1.403099,103.744732
711861,"13 TECK WHYE LANE , Singapore",1.3789492,103.7558447
711862,"484B CHOA CHU KANG AVE 5 , Singapore",1.3762785,103.7362931
711865,"248 CHOA CHU KANG AVE 2 , Singapore",1.3790068,103.7460685
711866,"423 CHOA CHU KANG AVE 4 , Singapore",1.3820462,103.7403661
711867,"690D CHOA CHU KANG CRES , Singapore",1.4021252,103.7520201
711868,"687D CHOA CHU KANG DR , Singapore",1.4037832,103.7516142
711869,"550 CHOA CHU KANG ST 52 , Singapore",1.3939289,103.7428326
711871,"156 JLN TECK WHYE , Singapore",1.3788716,103.7565689
711872,"470 CHOA CHU KANG AVE 3 , Singapore",1.378253,103.7371077
711873,"658 CHOA CHU KANG CRES , Singapore",1.4006938,103.7491461
711874,"665 CHOA CHU KANG CRES , Singapore",1.4019529,103.7501645
711875,"770 CHOA CHU KANG ST 54 , Singapore",1.3948927,103.7503229
711876,"607 CHOA CHU KANG ST 62 , Singapore",1.3988909,103.7439867
711877,"564 CHOA CHU KANG ST 52 , Singapore",1.3954347,103.7455254
711878,"511 CHOA CHU KANG ST 51 , Singapore",1.3895225,103.7408187
711879,"305 CHOA CHU KANG AVE 4 , Singapore",1.3843041,103.7429005
711880,"784 CHOA CHU KANG DR , Singapore",1.3947092,103.7472679
711881,"618 CHOA CHU KANG NTH 7 , Singapore",1.4003406,103.7468832
711884,"632 CHOA CHU KANG NTH 6 , Singapore",1.3967734,103.7485578
711885,"343 CHOA CHU KANG LOOP , Singapore",1.3835575,103.7485843
711886,"273 CHOA CHU KANG AVE 2 , Singapore",1.3791754,103.7431021
711887,"602 CHOA CHU KANG ST 62 , Singapore",1.3972382,103.744394
711888,"662 CHOA CHU KANG CRES , Singapore",1.401417,103.750866
711889,"759 CHOA CHU KANG NTH 5 , Singapore",1.3931531,103.7468832
711890,"601 CHOA CHU KANG ST 62 , Singapore",1.3969052,103.7448918
711891,"768 CHOA CHU KANG ST 54 , Singapore",1.3941615,103.7499608
711892,"635 CHOA CHU KANG NTH 6 , Singapore",1.3973172,103.7495987
711893,"506 WEST COAST DR , Singapore",1.3125589,103.7608236
711894,"507 WEST COAST DR , Singapore",1.3121203,103.7607331
711896,"728 CLEMENTI WEST ST 2 , Singapore",1.3054443,103.7637205
711897,"508 WEST COAST DR , Singapore",1.3116756,103.7617289
711900,"730 CLEMENTI WEST ST 2 , Singapore",1.3047887,103.7631773
711903,"334 CLEMENTI AVE 2 , Singapore",1.31515,103.7686091
711905,"518 WEST COAST RD , Singapore",1.3082513,103.7590131
711908,"329 CLEMENTI AVE 2 , Singapore",1.3131084,103.7672512
711910,"379 CLEMENTI AVE 5 , Singapore",1.3179359,103.7677943
711911,"105 CLEMENTI ST 12 , Singapore",1.322682,103.7698766
711915,"716 CLEMENTI WEST ST 2 , Singapore",1.302303,103.7628152
711916,"410 C'WEALTH AVE WEST , Singapore",1.3113856,103.7696698
711919,"380 CLEMENTI AVE 5 , Singapore",1.318371,103.767442
711920,"460 CLEMENTI AVE 3 , Singapore",1.3110612,103.766889
711922,"118 CLEMENTI ST 13 , Singapore",1.3249363,103.7719595
711923,"70 CIRCUIT RD , Singapore",1.3252296,103.8881644
711924,"34 CIRCUIT RD , Singapore",1.3291483,103.8874848
711925,"49 CIRCUIT RD , Singapore",1.3252436,103.8857179
711926,"37 CIRCUIT RD , Singapore",1.328128,103.8867599
711928,"19 BALAM RD , Singapore",1.3314533,103.8875301
711929,"47 CIRCUIT RD , Singapore",1.3259032,103.8855366
711931,"57 CIRCUIT RD , Singapore",1.3247267,103.8865333
711932,"40 CIRCUIT RD , Singapore",1.3276542,103.8864427
711933,"59 CIRCUIT RD , Singapore",1.325203,103.8871318
711935,"20 EUNOS CRES , Singapore",1.3247046,103.9032068
711936,"97 ALJUNIED CRES , Singapore",1.3212574,103.8856755
711937,"112 ALJUNIED CRES , Singapore",1.3203815,103.8851348
711940,"95 ALJUNIED CRES , Singapore",1.3213403,103.8863806
711943,"343 UBI AVE 1 , Singapore",1.3264393,103.9005335
711945,"301 UBI AVE 1 , Singapore",1.3307113,103.9020287
711947,"122 GEYLANG EAST CTRL , Singapore",1.3176904,103.8850203
711948,"127 GEYLANG EAST AVE 1 , Singapore",1.3180641,103.8877159
711949,"10 EUNOS CRES , Singapore",1.3223009,103.9025671
711954,"11 PINE CL , Singapore",1.3082125,103.8826354
711955,"2A GEYLANG SERAI , Singapore",1.3170559,103.89762
711956,"32 EUNOS CRES , Singapore",1.3205992,103.901417
711957,"35 EUNOS CRES , Singapore",1.321131,103.9012131
711958,"33 EUNOS CRES , Singapore",1.3202551,103.9007603
711959,"27 BALAM RD , Singapore",1.3303628,103.8862615
711960,"105 ALJUNIED CRES , Singapore",1.3195167,103.8827712
711961,"124 GEYLANG EAST AVE 1 , Singapore",1.3184293,103.8868107
711964,"53 PIPIT RD , Singapore",1.3238998,103.8869435
711965,"681 HOUGANG AVE 8 , Singapore",1.3729783,103.8856916
711967,"1 HOUGANG AVE 3 , Singapore",1.3641651,103.8929442
711968,"243 HOUGANG ST 22 , Singapore",1.3576364,103.8916983
711969,"684 HOUGANG AVE 8 , Singapore",1.3742687,103.8866118
711971,"620 HOUGANG AVE 8 , Singapore",1.3701336,103.883815
711972,"113 HOUGANG AVE 1 , Singapore",1.3535533,103.888708
711975,"102 HOUGANG AVE 1 , Singapore",1.3548591,103.8907921
711976,"241 HOUGANG ST 22 , Singapore",1.3567566,103.8918795
711977,"658 HOUGANG AVE 8 , Singapore",1.3734161,103.8825132
711978,"112 HOUGANG AVE 1 , Singapore",1.3544325,103.8886174
711980,"142 LOR AH SOO , Singapore",1.353003,103.8826371
711982,"601 HOUGANG AVE 4 , Singapore",1.3708499,103.887304
711983,"252 HOUGANG AVE 3 , Singapore",1.3601941,103.8926044
711986,"607 HOUGANG AVE 4 , Singapore",1.3701923,103.8862615
711987,"354 HOUGANG AVE 7 , Singapore",1.3724597,103.8992195
711988,"706 HOUGANG AVE 2 , Singapore",1.3659296,103.888708
711989,"938 HOUGANG ST 92 , Singapore",1.3743338,103.8796471
711990,"939 HOUGANG ST 92 , Singapore",1.3739675,103.8796471
711991,"541 HOUGANG AVE 8 , Singapore",1.3775618,103.8912452
711992,"101 HOUGANG AVE 1 , Singapore",1.3552948,103.8914264
711993,"626 HOUGANG AVE 8 , Singapore",1.3698518,103.8819123
711995,"925 HOUGANG ST 91 , Singapore",1.3767413,103.882368
711997,"448 HOUGANG AVE 10 , Singapore",1.3791327,103.895188
711998,"406 HOUGANG AVE 10 , Singapore",1.3737244,103.8959572
711999,"575 HOUGANG ST 51 , Singapore",1.3778812,103.8868052
712000,"707 HOUGANG AVE 2 , Singapore",1.3662771,103.888776
712001,"444 HOUGANG AVE 8 , Singapore",1.379503,103.893866
712002,"167 HOUGANG AVE 1 , Singapore",1.3517961,103.888708
712003,"421 HOUGANG AVE 10 , Singapore",1.3754906,103.894598
712004,"452 HOUGANG AVE 10 , Singapore",1.3786196,103.8963258
712006,"981C BUANGKOK CRES , Singapore",1.380449,103.8796898
712007,"655 HOUGANG AVE 8 , Singapore",1.3730745,103.8820029
712008,"325 HOUGANG AVE 7 , Singapore",1.3675372,103.8986531
712009,"553 HOUGANG ST 51 , Singapore",1.3792025,103.8903092
712010,"570 HOUGANG ST 51 , Singapore",1.3780197,103.8881644
712012,"409 HOUGANG AVE 10 , Singapore",1.3738024,103.8951417
712013,"302 HOUGANG AVE 5 , Singapore",1.3686049,103.894598
712016,"972 HOUGANG ST 91 , Singapore",1.378287,103.8791914
712017,"639 HOUGANG AVE 8 , Singapore",1.370682,103.879813
712019,"563 HOUGANG ST 51 , Singapore",1.37998,103.888737
712020,"698C HOUGANG ST 52 , Singapore",1.3753812,103.8883456
712021,"144 LOR AH SOO , Singapore",1.3519795,103.8831848
712022,"522 HOUGANG AVE 6 , Singapore",1.3737485,103.8918795
712023,"237 HOUGANG ST 21 , Singapore",1.3569949,103.888708
712026,"39 TEBAN GDNS RD , Singapore",1.3213889,103.7428326
712027,"415 PANDAN GDNS , Singapore",1.320736,103.7482636
712030,"253 JURONG EAST ST 24 , Singapore",1.3434465,103.736648
712031,"341 JURONG EAST AVE 1 , Singapore",1.3491988,103.7313183
712032,"250 JURONG EAST ST 24 , Singapore",1.3426414,103.7399362
712035,"411 PANDAN GDNS , Singapore",1.318933,103.7467021
712038,"101 JURONG EAST ST 13 , Singapore",1.3370698,103.7388277
712039,"251 JURONG EAST ST 24 , Singapore",1.3430794,103.7397966
712040,"402 PANDAN GDNS , Singapore",1.3207458,103.7497798
712041,"217 JURONG EAST ST 21 , Singapore",1.3399972,103.7380128
712042,"316 JURONG EAST ST 32 , Singapore",1.3465929,103.732268
712044,"207 JURONG EAST ST 21 , Singapore",1.337954,103.742418
712045,"331 JURONG EAST AVE 1 , Singapore",1.3509618,103.7305039
712049,"226 JURONG EAST ST 21 , Singapore",1.3414013,103.7358405
712050,"212 JURONG EAST ST 21 , Singapore",1.3391049,103.7403661
712052,"219A JURONG EAST ST 21 , Singapore",1.3406595,103.7374697
712053,"990B JURONG WEST ST 93 , Singapore",1.3354149,103.6948456
712055,"121 YUAN CHING RD , Singapore",1.3357804,103.7240521
712057,"122 YUAN CHING RD , Singapore",1.336038,103.7238712
712059,"211 BOON LAY PL , Singapore",1.3482735,103.7138514
712061,"490 JURONG WEST AVE 1 , Singapore",1.3497351,103.7272456
712062,"501 JURONG WEST ST 51 , Singapore",1.3500718,103.719164
712063,"492 JURONG WEST ST 41 , Singapore",1.3501144,103.724983
712065,"487 JURONG WEST AVE 1 , Singapore",1.3487094,103.7272454
712068,"527 JURONG WEST ST 52 , Singapore",1.3478932,103.7162947
712070,"424 JURONG WEST AVE 1 , Singapore",1.3510492,103.72487
712071,"925 JURONG WEST ST 92 , Singapore",1.3402018,103.6893265
712072,"521 JURONG WEST ST 52 , Singapore",1.3466422,103.71729
712074,"338B KANG CHING RD , Singapore",1.3382623,103.7219443
712075,"511 JURONG WEST ST 52 , Singapore",1.3479741,103.7177579
712076,"339D KANG CHING RD , Singapore",1.3389521,103.7222402
712078,"433 JURONG WEST ST 42 , Singapore",1.3527573,103.7228982
712079,"824 JURONG WEST ST 81 , Singapore",1.3465198,103.6938984
712080,"945 JURONG WEST ST 91 , Singapore",1.3442335,103.6901429
712082,"746 JURONG WEST ST 73 , Singapore",1.3474125,103.697925
712084,"961 JURONG WEST ST 92 , Singapore",1.3414491,103.6921992
712086,"838 JURONG WEST ST 81 , Singapore",1.3439218,103.6934001
712087,"557 JURONG WEST ST 42 , Singapore",1.3540275,103.7186447
712088,"751 JURONG WEST ST 73 , Singapore",1.347625,103.6991919
712089,"180 YUNG SHENG RD , Singapore",1.3342428,103.7210045
712090,"839 JURONG WEST ST 81 , Singapore",1.3436329,103.6926761
712091,"730 JURONG WEST ST 72 , Singapore",1.3462851,103.6984877
712092,"854 JURONG WEST ST 81 , Singapore",1.3473154,103.6961112
712095,"980 JURONG WEST ST 93 , Singapore",1.3391514,103.6936695
712097,"706 JURONG WEST ST 71 , Singapore",1.3414354,103.694597
712098,"667C JURONG WEST ST 65 , Singapore",1.3411536,103.7022655
712099,"541 JURONG WEST AVE 1 , Singapore",1.3511912,103.7161143
712101,"520 JURONG WEST ST 52 , Singapore",1.3462006,103.7176518
712103,"323 TAH CHING RD , Singapore",1.3369347,103.7239845
712104,"649B JURONG WEST ST 61 , Singapore",1.3380095,103.6980144
712105,"649A JURONG WEST ST 61 , Singapore",1.3379636,103.6974699
712107,"476 JURONG WEST ST 41 , Singapore",1.3476652,103.7241229
712109,"351 CORPORATION DR , Singapore",1.3388795,103.7196917
712110,"644 JURONG WEST ST 61 , Singapore",1.339284,103.6961125
712111,"663A JURONG WEST ST 65 , Singapore",1.3388126,103.7017226
712112,"518 JURONG WEST ST 52 , Singapore",1.345173,103.7180135
712115,"271C JURONG WEST ST 24 , Singapore",1.3502146,103.7043728
712116,"276C JURONG WEST ST 25 , Singapore",1.3531984,103.7042763
712117,"552 JURONG WEST ST 42 , Singapore",1.3527865,103.7178302
712119,"461 JURONG WEST ST 41 , Singapore",1.3496255,103.7208199
712120,"819 JURONG WEST ST 81 , Singapore",1.3458901,103.6951197
712122,"902 JURONG WEST ST 91 , Singapore",1.3392664,103.6863407
712123,"267 BOON LAY DR , Singapore",1.3464953,103.7069801
712124,"676B JURONG WEST ST 64 , Singapore",1.3460223,103.7040325
712125,"677A JURONG WEST ST 64 , Singapore",1.3456877,103.7048921
712126,"337C TAH CHING RD , Singapore",1.3372082,103.7219248
712127,"337D TAH CHING RD , Singapore",1.3375444,103.7217115
712128,"653A JURONG WEST ST 61 , Singapore",1.3369442,103.6965653
712129,"678A JURONG WEST ST 64 , Singapore",1.3451052,103.7042586
712130,"401 JURONG WEST ST 42 , Singapore",1.3534462,103.7215593
712131,"639 JURONG WEST ST 61 , Singapore",1.340745,103.6968364
712134,"986A JURONG WEST ST 93 , Singapore",1.3372634,103.6951854
712135,"624 JURONG WEST ST 61 , Singapore",1.3410511,103.6977639
712139,"987A JURONG WEST ST 93 , Singapore",1.3365898,103.6944841
712141,"408 JURONG WEST ST 42 , Singapore",1.3548105,103.7226267
712142,"656A JURONG WEST ST 61 , Singapore",1.3354624,103.6993698
712143,"409 JURONG WEST ST 42 , Singapore",1.3540606,103.7256133
712144,"405 JURONG WEST ST 42 , Singapore",1.354425,103.7216021
712146,"407 JURONG WEST ST 42 , Singapore",1.3548901,103.7215407
712147,"669B JURONG WEST ST 64 , Singapore",1.3429087,103.7028085
712148,"613 JURONG WEST ST 62 , Singapore",1.3397711,103.7006368
712149,"681A JURONG WEST CTRL 1 , Singapore",1.3443674,103.7051633
712150,"63 KALLANG BAHRU , Singapore",1.3210258,103.8683218
712151,"77 LOR LIMAU , Singapore",1.3250142,103.8546356
712152,"98 WHAMPOA DR , Singapore",1.3216896,103.8541849
712154,"43 BENDEMEER RD , Singapore",1.321074,103.8658199
712156,"5 JLN BATU , Singapore",1.3015525,103.8839963
712157,"30 BENDEMEER RD , Singapore",1.3194372,103.8640669
712158,"1 KG KAYU RD , Singapore",1.3036012,103.883815
712159,"8 ST. GEORGE'S LANE , Singapore",1.323708,103.8598963
712160,"6 ST. GEORGE'S LANE , Singapore",1.3232004,103.859081
712161,"467 NTH BRIDGE RD , Singapore",1.305254,103.8628852
712162,"685 RACE COURSE RD , Singapore",1.3139721,103.8567281
712163,"34 WHAMPOA WEST , Singapore",1.3205377,103.8634349
712164,"12 KG ARANG RD , Singapore",1.3008228,103.8837244
712166,"62 JLN MA'MOR , Singapore",1.3284288,103.8576799
712167,"53 JLN MA'MOR , Singapore",1.3284636,103.8574383
712168,"15 BEACH RD , Singapore",1.2958343,103.8555367
712169,"94 WHAMPOA DR , Singapore",1.3219755,103.8557291
712170,"17 ST. GEORGE'S RD , Singapore",1.3238816,103.8623649
712172,"15 UPP BOON KENG RD , Singapore",1.3159783,103.8713795
712173,"3D UPP BOON KENG RD , Singapore",1.3134077,103.8728509
712176,"3B UPP BOON KENG RD , Singapore",1.3143059,103.8728065
712178,"38A BENDEMEER RD , Singapore",1.3201933,103.8670053
712179,"53 GEYLANG BAHRU , Singapore",1.3244029,103.8680823
712180,"21 ST. GEORGE'S RD , Singapore",1.3247621,103.8622027
712181,"39 CAMBRIDGE RD , Singapore",1.3163824,103.8484821
712182,"30 JLN BAHAGIA , Singapore",1.3257668,103.8581751
712185,"111 WHAMPOA RD , Singapore",1.3266217,103.8562261
712188,"64 MARINE DR , Singapore",1.302105,103.909392
712189,"57 MARINE TER , Singapore",1.3064945,103.9154413
712190,"47 MARINE CRES , Singapore",1.3055618,103.9122693
712194,"17 MARINE TER , Singapore",1.3037229,103.9141725
712196,"1 MARINE TER , Singapore",1.3048678,103.9186134
712198,"78 MARINE DR , Singapore",1.3015618,103.9083723
712200,"216 PASIR RIS ST 21 , Singapore",1.3690908,103.9609451
712201,"451 PASIR RIS DR 6 , Singapore",1.371524,103.9581347
712203,"114 PASIR RIS ST 11 , Singapore",1.3684667,103.9550523
712204,"759 PASIR RIS ST 71 , Singapore",1.3764905,103.9327754
712205,"257 PASIR RIS ST 21 , Singapore",1.367097,103.9637556
712207,"117 PASIR RIS ST 11 , Singapore",1.3678825,103.9547804
712208,"551 PASIR RIS ST 51 , Singapore",1.3673812,103.9528766
712210,"760 PASIR RIS ST 71 , Singapore",1.3765052,103.9333872
712212,"118 PASIR RIS ST 11 , Singapore",1.3670586,103.954803
712213,"700 PASIR RIS DR 10 , Singapore",1.3802123,103.9381913
712214,"211 PASIR RIS ST 21 , Singapore",1.3672409,103.9611038
712215,"185 PASIR RIS ST 11 , Singapore",1.3656557,103.9598572
712216,"518 PASIR RIS ST 52 , Singapore",1.3744799,103.9444686
712218,"561 PASIR RIS ST 51 , Singapore",1.3670285,103.9506103
712219,"570 PASIR RIS ST 53 , Singapore",1.3728386,103.9464403
712220,"417 PASIR RIS DR 6 , Singapore",1.3719791,103.9555056
712221,"572 PASIR RIS ST 53 , Singapore",1.3735902,103.94559
712222,"139 PASIR RIS ST 11 , Singapore",1.3637541,103.9594946
712223,"145 PASIR RIS ST 11 , Singapore",1.363252,103.9608318
712224,"776 PASIR RIS ST 71 , Singapore",1.3751087,103.9372622
712225,"641 PASIR RIS DR 1 , Singapore",1.37645,103.9395737
712226,"628 PASIR RIS DR 3 , Singapore",1.3793721,103.940888
712227,"188 PASIR RIS ST 12 , Singapore",1.3654582,103.9591999
712228,"560 PASIR RIS ST 51 , Singapore",1.3667367,103.9504289
712229,"192 PASIR RIS ST 12 , Singapore",1.366338,103.9590186
712234,"521 PASIR RIS ST 52 , Singapore",1.3737543,103.9444724
712235,"764 PASIR RIS ST 71 , Singapore",1.3765907,103.9344069
712236,"721 PASIR RIS ST 72 , Singapore",1.3814171,103.9362739
712237,"486 PASIR RIS DR 4 , Singapore",1.3743783,103.9608999
712238,"552 PASIR RIS ST 51 , Singapore",1.3674197,103.9525593
712240,"770 PASIR RIS ST 71 , Singapore",1.3752256,103.9360838
712241,"568 PASIR RIS ST 51 , Singapore",1.3689255,103.9486839
712242,"221 PASIR RIS ST 21 , Singapore",1.37026,103.961361
712243,"782 PASIR RIS ST 71 , Singapore",1.3733778,103.9388938
712244,"459 PASIR RIS DR 4 , Singapore",1.37099,103.9597178
712245,"449 PASIR RIS DR 6 , Singapore",1.3708753,103.9583692
712246,"651 PASIR RIS DR 10 , Singapore",1.379205,103.938214
712247,"547 PASIR RIS ST 51 , Singapore",1.3690072,103.9534432
712248,"580 PASIR RIS ST 53 , Singapore",1.3746669,103.9468935
712250,"132 EDGEDALE PLAINS , Singapore",1.3932361,103.9109131
712253,"128C PUNGGOL FIELD WALK , Singapore",1.3926025,103.9124505
712256,"203B PUNGGOL FIELD , Singapore",1.3980224,103.9037561
712260,"632B PUNGGOL DR , Singapore",1.40083,103.913163
712262,"303B PUNGGOL CTRL , Singapore",1.4037736,103.9061944
712264,"195B PUNGGOL RD , Singapore",1.401246,103.906411
712268,"301B PUNGGOL CTRL , Singapore",1.4043763,103.9058657
712275,"102C PUNGGOL FIELD , Singapore",1.3988179,103.905014
712277,"107A EDGEFIELD PLAINS , Singapore",1.3973701,103.9069138
712280,"204D PUNGGOL FIELD , Singapore",1.398236,103.9026839
712283,"172B EDGEDALE PLAINS , Singapore",1.3958304,103.9119068
712284,"173A PUNGGOL FIELD , Singapore",1.3971649,103.9093692
712285,"107D EDGEFIELD PLAINS , Singapore",1.3963545,103.9078834
712286,"199C PUNGGOL FIELD , Singapore",1.4005749,103.905878
712288,"192 PUNGGOL CTRL , Singapore",1.3998519,103.9094497
712289,"637A PUNGGOL DR , Singapore",1.3995632,103.9145446
712291,"651 PUNGGOL CTRL , Singapore",1.3968362,103.91526
712292,"296 PUNGGOL CTRL , Singapore",1.4017777,103.9052652
712296,"294 PUNGGOL CTRL , Singapore",1.4027126,103.9046429
712297,"166A PUNGGOL CTRL , Singapore",1.3947758,103.9156265
712298,"165A PUNGGOL CTRL , Singapore",1.3952225,103.914794
712300,"295 PUNGGOL CTRL , Singapore",1.402065,103.904443
712301,"190 PUNGGOL CTRL , Singapore",1.3995532,103.9105503
712302,"182 EDGEFIELD PLAINS , Singapore",1.3990145,103.9094843
712303,"187 PUNGGOL CTRL , Singapore",1.3990554,103.91129
712304,"110 C'WEALTH CRES , Singapore",1.3024191,103.7983862
712305,"100 C'WEALTH CRES , Singapore",1.3024191,103.7983862
712306,"88 C'WEALTH CL , Singapore",1.3024191,103.7983862
712308,"84 C'WEALTH CL , Singapore",1.3033876,103.7995903
712311,"1 DOVER RD , Singapore",1.3025543,103.7833667
712313,"171 STIRLING RD , Singapore",1.2906819,103.8038534
712314,"4 HOLLAND CL , Singapore",1.3079724,103.7957715
712316,"162 MEI LING ST , Singapore",1.2921875,103.8027214
712320,"31 HOLLAND CL , Singapore",1.3070686,103.7971071
712321,"28C DOVER CRES , Singapore",1.3058533,103.7821896
712324,"23 DOVER CRES , Singapore",1.3074368,103.7836157
712328,"13 HOLLAND DR , Singapore",1.3093758,103.7934172
712331,"184 STIRLING RD , Singapore",1.2958479,103.8043626
