,order_id,product_name,discount,sales,quantity,category
1628,ES-2012-2701376,"Acco Index Tab, Clear",0.0,43.0,5,Office Supplies
1629,ES-2012-2701376,"Novimex Removable Labels, Laser Printer Compatible",0.0,19.0,2,Office Supplies
1630,ES-2012-2363775,"Sanford Pencil Sharpener, Easy-Erase",0.0,190.0,7,Office Supplies
1631,ES-2012-2363775,"Okidata Phone, White",0.0,597.0,7,Technology
1632,ES-2012-3863050,"Cisco Signal Booster, with Caller ID",0.0,304.0,2,Technology
1633,ES-2012-2309141,"Canon Fax and Copier, Laser",0.0,2105.0,11,Technology
1634,ES-2012-2309141,"StarTech Inkjet, Wireless",0.1,815.0,3,Technology
1635,ES-2012-4160852,"Bush 3-Shelf Cabinet, Mobile",0.1,131.0,1,Furniture
1636,ES-2012-4160852,"Dania 3-Shelf Cabinet, Mobile",0.1,259.0,2,Furniture
1637,ES-2012-4160852,"Safco Floating Shelf Set, Traditional",0.1,1239.0,7,Furniture
1638,ES-2012-2332844,"Sauder Library with Doors, Pine",0.5,583.0,3,Furniture
1639,ES-2012-4160852,"Binney & Smith Pencil Sharpener, Fluorescent",0.0,27.0,1,Office Supplies
1640,ES-2012-4160852,"Cardinal 3-Hole Punch, Durable",0.0,152.0,5,Office Supplies
1641,ES-2012-4160852,"Ibico 3-Hole Punch, Clear",0.0,90.0,3,Office Supplies
1642,ES-2012-2332844,"Wilson Jones Binding Machine, Economy",0.5,98.0,4,Office Supplies
1643,ES-2012-2332844,"Eldon Box, Industrial",0.5,11.0,2,Office Supplies
1644,ES-2012-2332844,"Eldon File Cart, Single Width",0.5,448.0,7,Office Supplies
1645,ES-2012-2332844,"Stiletto Trimmer, Steel",0.5,126.0,6,Office Supplies
1646,ES-2012-4293573,"Fellowes Trays, Industrial",0.0,116.0,2,Office Supplies
1647,ES-2012-4293573,"Fellowes Trays, Industrial",0.0,174.0,3,Office Supplies
1648,ES-2012-5566593,"Harbour Creations Executive Leather Armchair, Black",0.1,852.0,2,Furniture
1649,ES-2012-5566593,"Xerox Note Cards, Premium",0.0,132.0,5,Office Supplies
1650,ES-2012-3738573,"Sanford Canvas, Blue",0.0,51.0,1,Office Supplies
1651,ES-2012-3738573,"Cardinal 3-Hole Punch, Recycled",0.0,58.0,2,Office Supplies
1652,IT-2012-5774254,"Eldon Photo Frame, Ergonomic",0.3,119.0,3,Furniture
1653,IT-2012-5774254,"Fellowes File Cart, Single Width",0.0,137.0,1,Office Supplies
1654,ES-2012-5645358,"Chromcraft Training Table, with Bottom Storage",0.5,994.0,7,Furniture
1655,IT-2012-5141433,"Stanley Sketch Pad, Water Color",0.5,48.0,2,Office Supplies
1656,IT-2012-5141433,"Ibico Binder, Economy",0.5,15.0,2,Office Supplies
1657,ES-2012-5645358,"Fellowes File Cart, Wire Frame",0.5,136.0,2,Office Supplies
1658,IT-2012-2565333,"Boston Pencil Sharpener, Water Color",0.5,29.0,2,Office Supplies
1659,ES-2012-2195955,"Hewlett Fax Machine, Color",0.0,1285.0,4,Technology
1660,ES-2012-5843148,"Sauder Stackable Bookrack, Traditional",0.0,439.0,3,Furniture
1661,ES-2012-5843148,"Stiletto Scissors, Easy Grip",0.0,25.0,1,Office Supplies
1662,IT-2012-2122628,"Tenex File Cart, Single Width",0.1,604.0,5,Office Supplies
1663,ES-2012-2541285,"Safco 3-Shelf Cabinet, Mobile",0.1,1080.0,7,Furniture
1664,ES-2012-2541285,"Rogers Box, Blue",0.1,65.0,3,Office Supplies
1665,ES-2012-2541285,"Rogers Lockers, Industrial",0.1,573.0,3,Office Supplies
1666,ES-2012-2563560,"Canon Wireless Fax, Laser",0.0,1893.0,5,Technology
1667,IT-2012-1032855,"Binney & Smith Markers, Water Color",0.5,27.0,2,Office Supplies
1668,ES-2012-4942348,"BIC Pens, Easy-Erase",0.0,44.0,3,Office Supplies
1669,IT-2012-5212034,"Hon Swivel Stool, Set of Two",0.6,133.0,2,Furniture
1670,ES-2012-5451215,"Ibico 3-Hole Punch, Durable",0.0,64.0,2,Office Supplies
1671,ES-2012-2458009,"Sharp Ink, Laser",0.0,249.0,2,Technology
1672,ES-2012-4291867,"Office Star Bag Chairs, Black",0.1,95.0,2,Furniture
1673,ES-2012-4291867,"Stockwell Clamps, Bulk Pack",0.0,115.0,6,Office Supplies
1674,ES-2012-4291867,"Tenex File Cart, Blue",0.1,240.0,2,Office Supplies
1675,ES-2012-4291867,"Okidata Calculator, Durable",0.0,157.0,3,Technology
1676,IT-2012-3170764,"Rogers File Cart, Industrial",0.1,255.0,2,Office Supplies
1677,IT-2012-3641925,"Cisco Audio Dock, Cordless",0.15,1257.0,8,Technology
1678,IT-2012-1576508,"SAFCO Bag Chairs, Set of Two",0.1,140.0,3,Furniture
1679,IT-2012-1576508,"Stockwell Clamps, 12 Pack",0.0,56.0,3,Office Supplies
1680,IT-2012-3719538,"Hewlett Personal Copier, Color",0.15,124.0,1,Technology
1681,ES-2012-3034225,"BIC Canvas, Easy-Erase",0.0,324.0,6,Office Supplies
1682,IT-2012-2008620,"Hon Rocking Chair, Red",0.6,157.0,3,Furniture
1683,IT-2012-2008620,"Canon Fax and Copier, High-Speed",0.0,948.0,5,Technology
1684,IT-2012-2093927,"Dania Library with Doors, Pine",0.5,1273.0,7,Furniture
1685,IT-2012-2093927,"Smead Box, Single Width",0.5,11.0,2,Office Supplies
1686,IT-2012-5245986,"Wilson Jones Binding Machine, Recycled",0.0,197.0,4,Office Supplies
1687,IT-2012-5245986,"Stockwell Staples, 12 Pack",0.0,108.0,11,Office Supplies
1688,IT-2012-3986604,"Boston Canvas, Easy-Erase",0.5,108.0,4,Office Supplies
1689,IT-2012-3620342,"Avery Binder Covers, Economy",0.5,22.0,4,Office Supplies
1690,IT-2012-3620342,"Wilson Jones Binder Covers, Economy",0.5,17.0,3,Office Supplies
1691,IT-2012-3620342,"Ames Business Envelopes, Recycled",0.5,47.0,7,Office Supplies
1692,IT-2012-3620342,"Eaton Memo Slips, Multicolor",0.5,38.0,5,Office Supplies
1693,IT-2012-3620342,"Green Bar Message Books, Premium",0.5,48.0,4,Office Supplies
1694,IT-2012-3620342,"Canon Ink, High-Speed",0.5,218.0,3,Technology
1695,IT-2012-3620342,"Canon Wireless Fax, Color",0.5,1901.0,10,Technology
1696,IT-2012-3620342,"Nokia Signal Booster, Full Size",0.5,207.0,3,Technology
1697,ES-2012-2946531,"Bush Classic Bookcase, Traditional",0.1,743.0,2,Furniture
1698,ES-2012-2946531,"Office Star Steel Folding Chair, Adjustable",0.1,254.0,3,Furniture
1699,ES-2012-2946531,"Stanley Pens, Blue",0.0,30.0,3,Office Supplies
1700,ES-2012-2946531,"OIC Thumb Tacks, Assorted Sizes",0.0,46.0,4,Office Supplies
1701,ES-2012-2946531,"Panasonic Card Printer, White",0.0,861.0,5,Technology
1702,ES-2012-3412393,"Tenex Photo Frame, Black",0.3,36.0,1,Furniture
1703,ES-2012-3412393,"KitchenAid Toaster, White",0.0,167.0,2,Office Supplies
1704,ES-2012-3412393,"Acco Binding Machine, Economy",0.0,102.0,2,Office Supplies
1705,ES-2012-3412393,"Novimex File Folder Labels, Alphabetical",0.0,40.0,5,Office Supplies
1706,ES-2012-3412393,"Novimex Removable Labels, Adjustable",0.0,31.0,3,Office Supplies
1707,ES-2012-3412393,"Smead Box, Blue",0.0,22.0,2,Office Supplies
1708,ES-2012-3412393,"Panasonic Printer, Durable",0.0,1066.0,4,Technology
1709,ES-2012-3412393,"Apple Signal Booster, Full Size",0.0,414.0,3,Technology
1710,ES-2012-4825433,"SAFCO Steel Folding Chair, Red",0.1,309.0,4,Furniture
1711,ES-2012-4825433,"Avery Binding Machine, Clear",0.1,174.0,4,Office Supplies
1712,ES-2012-4825433,"Kraft Manila Envelope, Set of 50",0.1,48.0,2,Office Supplies
1713,IT-2012-5960351,"Acme Letter Opener, Easy Grip",0.0,32.0,1,Office Supplies
1714,IT-2012-5960351,"Sharp Ink, High-Speed",0.15,730.0,7,Technology
1715,IT-2012-4810258,"Nokia Office Telephone, VoIP",0.5,261.0,8,Technology
1716,ES-2012-2809459,"Tenex Clock, Duo Pack",0.0,101.0,2,Furniture
1717,ES-2012-2809459,"Sanford Pencil Sharpener, Fluorescent",0.0,52.0,2,Office Supplies
1718,ES-2012-2809459,"Rogers Box, Wire Frame",0.1,104.0,5,Office Supplies
1719,ES-2012-5419499,"Avery Shipping Labels, 5000 Label Set",0.1,88.0,8,Office Supplies
1720,ES-2012-5419499,"Smead Trays, Wire Frame",0.1,43.0,1,Office Supplies
1721,ES-2012-3748239,"Cardinal 3-Hole Punch, Durable",0.0,61.0,2,Office Supplies
1722,ES-2012-3748239,"Ames Peel and Seal, Security-Tint",0.0,42.0,2,Office Supplies
1723,ES-2012-5159841,"Rogers Lockers, Industrial",0.1,1527.0,8,Office Supplies
1724,ES-2012-3155394,"Eaton Cards & Envelopes, Premium",0.0,136.0,3,Office Supplies
1725,ES-2012-4072999,"Novimex Removable Labels, Adjustable",0.0,72.0,7,Office Supplies
1726,ES-2012-4072999,"Eldon File Cart, Single Width",0.0,384.0,3,Office Supplies
1727,ES-2012-1942082,"Avery Binder, Durable",0.0,58.0,4,Office Supplies
1728,ES-2012-2280466,"Sanford Highlighters, Easy-Erase",0.0,32.0,2,Office Supplies
1729,IT-2012-3091951,"Xerox Cards & Envelopes, Multicolor",0.0,139.0,3,Office Supplies
1730,IT-2012-3091951,"Motorola Office Telephone, Cordless",0.4,134.0,3,Technology
1731,ES-2012-2621001,"Konica Receipt Printer, Durable",0.0,245.0,2,Technology
1732,ES-2012-2501542,"Acco 3-Hole Punch, Durable",0.0,221.0,7,Office Supplies
1733,ES-2012-2501542,"Samsung Office Telephone, with Caller ID",0.15,166.0,3,Technology
1734,ES-2012-3613797,"Binney & Smith Sketch Pad, Fluorescent",0.0,285.0,6,Office Supplies
1735,ES-2012-3613797,"Ibico Binding Machine, Recycled",0.0,104.0,2,Office Supplies
1736,ES-2012-3613797,"Wilson Jones Binding Machine, Recycled",0.0,148.0,3,Office Supplies
1737,ES-2012-3613797,"Logitech Flash Drive, Programmable",0.0,64.0,2,Technology
1738,ES-2012-1678413,"Smead Folders, Blue",0.4,42.0,4,Office Supplies
1739,ES-2012-1678413,"Fiskars Shears, High Speed",0.0,48.0,1,Office Supplies
1740,ES-2012-5897153,"Boston Pencil Sharpener, Easy-Erase",0.0,242.0,8,Office Supplies
1741,ES-2012-4616664,"Enermax Flash Drive, Programmable",0.0,129.0,3,Technology
1742,ES-2012-4250639,"Novimex Steel Folding Chair, Black",0.5,399.0,10,Furniture
1743,IT-2012-2472329,"BIC Markers, Easy-Erase",0.0,27.0,1,Office Supplies
1744,IT-2012-2472329,"Fellowes Box, Industrial",0.1,109.0,6,Office Supplies
1745,IT-2012-5703527,"Avery Binder Covers, Durable",0.0,50.0,4,Office Supplies
1746,IT-2012-5703527,"Wilson Jones Binder Covers, Clear",0.0,21.0,2,Office Supplies
1747,ES-2012-3494145,"SanDisk Message Books, 8.5 x 11",0.0,56.0,2,Office Supplies
1748,ES-2012-3898439,"Smead Folders, Industrial",0.1,32.0,2,Office Supplies
1749,ES-2012-3898439,"Okidata Calculator, Wireless",0.0,157.0,3,Technology
1750,ES-2012-2155276,"SanDisk Parchment Paper, 8.5 x 11",0.0,167.0,8,Office Supplies
1751,ES-2012-5968338,"Boston Pencil Sharpener, Water Color",0.0,64.0,2,Office Supplies
1752,ES-2012-3231769,"Hoover Coffee Grinder, Black",0.0,478.0,7,Office Supplies
1753,ES-2012-3231769,"Stanley Sketch Pad, Blue",0.0,178.0,4,Office Supplies
1754,ES-2012-3231769,"Eldon Shelving, Industrial",0.0,98.0,2,Office Supplies
1755,ES-2012-3231769,"Fellowes Lockers, Wire Frame",0.0,413.0,2,Office Supplies
1756,ES-2012-3231769,"Memorex Keyboard, Ergonomic",0.0,207.0,3,Technology
1757,ES-2012-4840257,"Binney & Smith Pens, Blue",0.0,143.0,12,Office Supplies
1758,ES-2012-2483866,"Avery Shipping Labels, 5000 Label Set",0.0,49.0,4,Office Supplies
1759,ES-2012-2483866,"Nokia Signal Booster, VoIP",0.1,246.0,2,Technology
1760,ES-2012-4907749,"Hewlett Fax Machine, Digital",0.0,320.0,1,Technology
1761,ES-2012-4159779,"Eldon File Cart, Single Width",0.0,128.0,1,Office Supplies
1762,ES-2012-2084881,"Fellowes Folders, Industrial",0.0,134.0,5,Office Supplies
1763,ES-2012-2084881,"Panasonic Calculator, Durable",0.0,101.0,2,Technology
1764,ES-2012-4007496,"Stockwell Thumb Tacks, Bulk Pack",0.0,53.0,4,Office Supplies
1765,ES-2012-4007496,"Eldon File Cart, Single Width",0.1,578.0,5,Office Supplies
1766,ES-2012-4549533,"Advantus Clamps, Assorted Sizes",0.0,67.0,4,Office Supplies
1767,ES-2012-4549533,"Eldon Shelving, Wire Frame",0.1,85.0,2,Office Supplies
1768,ES-2012-5269514,"Novimex Rocking Chair, Set of Two",0.6,160.0,3,Furniture
1769,ES-2012-5269514,"SanDisk Computer Printout Paper, Multicolor",0.5,31.0,2,Office Supplies
1770,IT-2012-4452672,"Fellowes File Cart, Single Width",0.1,494.0,4,Office Supplies
1771,ES-2012-2055382,"Stiletto Trimmer, Easy Grip",0.0,266.0,6,Office Supplies
1772,IT-2012-2203661,"Green Bar Message Books, 8.5 x 11",0.0,84.0,3,Office Supplies
1773,ES-2012-4101342,"Boston Pens, Blue",0.0,57.0,4,Office Supplies
1774,ES-2012-4101342,"Acco Binding Machine, Economy",0.0,102.0,2,Office Supplies
1775,ES-2012-4101342,"Hon File Folder Labels, Alphabetical",0.0,25.0,3,Office Supplies
1776,ES-2012-4101342,"Eldon File Cart, Blue",0.1,343.0,3,Office Supplies
1777,ES-2012-4101342,"Rogers Lockers, Industrial",0.1,573.0,3,Office Supplies
1778,ES-2012-1965184,"Ibico Binding Machine, Recycled",0.0,259.0,5,Office Supplies
1779,ES-2012-1965184,"Smead Round Labels, Laser Printer Compatible",0.0,21.0,3,Office Supplies
1780,ES-2012-1363320,"Acco Index Tab, Economy",0.0,50.0,5,Office Supplies
1781,ES-2012-2072341,"Eldon Trays, Blue",0.0,144.0,3,Office Supplies
1782,ES-2012-4784843,"Wilson Jones Hole Reinforcements, Recycled",0.0,10.0,2,Office Supplies
1783,ES-2012-2680695,"Stockwell Paper Clips, Metal",0.0,27.0,2,Office Supplies
1784,ES-2012-3099065,"Tenex Folders, Wire Frame",0.4,80.0,6,Office Supplies
1785,ES-2012-5757351,"Eaton Computer Printout Paper, 8.5 x 11",0.0,123.0,4,Office Supplies
1786,ES-2012-5635375,"Binney & Smith Sketch Pad, Fluorescent",0.0,95.0,2,Office Supplies
1787,ES-2012-5635375,"Boston Highlighters, Blue",0.0,57.0,3,Office Supplies
1788,ES-2012-2314672,"Sanford Pencil Sharpener, Water Color",0.5,26.0,2,Office Supplies
1789,ES-2012-2314672,"Sanford Sketch Pad, Fluorescent",0.5,117.0,5,Office Supplies
1790,ES-2012-2314672,"Apple Smart Phone, with Caller ID",0.5,2876.0,9,Technology
1791,ES-2012-1526126,"Advantus Paper Clips, Assorted Sizes",0.0,11.0,1,Office Supplies
1792,IT-2012-5173520,"Avery Binder Covers, Clear",0.0,32.0,3,Office Supplies
1793,ES-2012-2468555,"Eldon Trays, Blue",0.1,43.0,1,Office Supplies
1794,ES-2012-4656026,"Eldon Lockers, Industrial",0.0,397.0,2,Office Supplies
1795,ES-2012-4656026,"Brother Fax and Copier, Color",0.0,772.0,4,Technology
1796,ES-2012-3987473,"Cardinal Binder, Recycled",0.5,21.0,3,Office Supplies
1797,ES-2012-3710236,"Ames Manila Envelope, Set of 50",0.0,99.0,4,Office Supplies
1798,ES-2012-3710236,"Sharp Ink, High-Speed",0.0,368.0,3,Technology
1799,ES-2012-3566481,"Motorola Headset, Full Size",0.1,948.0,13,Technology
1800,ES-2012-4677834,"Wilson Jones Index Tab, Clear",0.0,24.0,4,Office Supplies
1801,ES-2012-5994251,"Avery Hole Reinforcements, Recycled",0.0,24.0,5,Office Supplies
1802,IT-2012-2834141,"Bush Library with Doors, Pine",0.5,549.0,3,Furniture
1803,IT-2012-2834141,"Sanford Pens, Blue",0.5,33.0,6,Office Supplies
1804,IT-2012-2834141,"Green Bar Memo Slips, Multicolor",0.5,28.0,3,Office Supplies
1805,ES-2012-3770443,"Acco Index Tab, Durable",0.0,27.0,3,Office Supplies
1806,ES-2012-3770443,"OIC Paper Clips, Assorted Sizes",0.0,36.0,3,Office Supplies
1807,ES-2012-2080192,"Safco Floating Shelf Set, Mobile",0.0,399.0,2,Furniture
1808,ES-2012-2080192,"BIC Markers, Water Color",0.0,89.0,3,Office Supplies
1809,ES-2012-2080192,"Hon Round Labels, Adjustable",0.0,23.0,5,Office Supplies
1810,ES-2012-2080192,"Smead File Cart, Blue",0.0,1147.0,9,Office Supplies
1811,IT-2012-2415775,"Boston Pens, Blue",0.1,26.0,2,Office Supplies
1812,IT-2012-2415775,"Hewlett Personal Copier, Digital",0.1,648.0,5,Technology
1813,IT-2012-2699123,"Motorola Audio Dock, Cordless",0.5,264.0,3,Technology
1814,ES-2012-1986848,"Konica Receipt Printer, Durable",0.15,416.0,4,Technology
1815,IT-2012-4367428,"SAFCO Executive Leather Armchair, Red",0.1,1246.0,3,Furniture
1816,IT-2012-4367428,"Boston Markers, Fluorescent",0.0,83.0,3,Office Supplies
1817,IT-2012-4367428,"Ibico 3-Hole Punch, Clear",0.0,209.0,7,Office Supplies
1818,ES-2012-1553989,"Rogers Lockers, Blue",0.0,1058.0,5,Office Supplies
1819,IT-2012-2478809,"Tenex Lockers, Wire Frame",0.5,610.0,6,Office Supplies
1820,IT-2012-2478809,"Stiletto Letter Opener, High Speed",0.5,83.0,6,Office Supplies
1821,IT-2012-1651208,"SAFCO Executive Leather Armchair, Adjustable",0.1,835.0,2,Furniture
1822,ES-2012-4227357,"Sanford Canvas, Blue",0.0,253.0,5,Office Supplies
1823,ES-2012-4227357,"Rogers Lockers, Blue",0.1,571.0,3,Office Supplies
1824,ES-2012-4227357,"Apple Smart Phone, Full Size",0.0,1913.0,3,Technology
1825,ES-2012-1496224,"Ibico Binding Machine, Economy",0.0,103.0,2,Office Supplies
1826,ES-2012-5507408,"Acme Trimmer, Steel",0.0,308.0,7,Office Supplies
1827,ES-2012-1944737,"Stanley Pencil Sharpener, Fluorescent",0.0,124.0,5,Office Supplies
1828,ES-2012-4668554,"Kleencut Box Cutter, Serrated",0.0,63.0,2,Office Supplies
1829,ES-2012-1951025,"Dania Library with Doors, Traditional",0.0,1087.0,3,Furniture
1830,ES-2012-1552977,"HP Personal Copier, Color",0.0,377.0,3,Technology
1831,ES-2012-2183106,"Breville Coffee Grinder, Silver",0.2,100.0,2,Office Supplies
1832,ES-2012-2183106,"Boston Canvas, Blue",0.1,241.0,5,Office Supplies
1833,ES-2012-2183106,"Sanford Highlighters, Easy-Erase",0.1,101.0,7,Office Supplies
1834,ES-2012-2183106,"Canon Wireless Fax, High-Speed",0.1,4748.0,14,Technology
1835,IT-2012-4831874,"Wilson Jones Binder, Durable",0.5,29.0,4,Office Supplies
1836,IT-2012-4831874,"GlobeWeis Interoffice Envelope, with clear poly window",0.5,205.0,8,Office Supplies
1837,ES-2012-1517831,"Cameo Mailers, Recycled",0.0,333.0,9,Office Supplies
1838,ES-2012-1517831,"Fellowes Folders, Industrial",0.1,73.0,3,Office Supplies
1839,ES-2012-1157133,"Avery Index Tab, Economy",0.1,21.0,3,Office Supplies
1840,ES-2012-5824366,"SanDisk Keyboard, Programmable",0.0,415.0,5,Technology
1841,ES-2012-4741193,"Accos Push Pins, Assorted Sizes",0.0,60.0,5,Office Supplies
1842,ES-2012-5384501,"Avery Index Tab, Clear",0.0,51.0,8,Office Supplies
1843,ES-2012-1923654,"Boston Sketch Pad, Water Color",0.5,129.0,5,Office Supplies
1844,ES-2012-1923654,"Acco Binder Covers, Durable",0.5,15.0,2,Office Supplies
1845,ES-2012-1923654,"Avery 3-Hole Punch, Durable",0.5,15.0,1,Office Supplies
1846,ES-2012-1923654,"Stockwell Push Pins, Metal",0.5,28.0,4,Office Supplies
1847,IT-2012-5580946,"Rogers Trays, Industrial",0.5,155.0,5,Office Supplies
1848,ES-2012-5916678,"Advantus Thumb Tacks, Assorted Sizes",0.0,11.0,1,Office Supplies
1849,ES-2012-3374683,"Rogers Lockers, Industrial",0.1,1145.0,6,Office Supplies
1850,ES-2012-3374683,"Okidata Card Printer, White",0.0,523.0,3,Technology
1851,IT-2012-1180980,"Eldon Clock, Ergonomic",0.2,88.0,2,Furniture
1852,IT-2012-1180980,"Panasonic Card Printer, Durable",0.5,174.0,2,Technology
1853,ES-2012-1763830,"Eldon Trays, Industrial",0.6,39.0,2,Office Supplies
1854,ES-2012-1763830,"Elite Scissors, High Speed",0.5,34.0,3,Office Supplies
1855,ES-2012-1324546,"Boston Canvas, Fluorescent",0.0,110.0,2,Office Supplies
1856,ES-2012-1324546,"Memorex Numeric Keypad, Ergonomic",0.0,93.0,2,Technology
1857,IT-2012-2539640,"Wilson Jones Index Tab, Economy",0.0,13.0,2,Office Supplies
1858,IT-2012-2539640,"Stiletto Ruler, Easy Grip",0.0,83.0,5,Office Supplies
1859,ES-2012-2471764,"BIC Pens, Easy-Erase",0.0,44.0,3,Office Supplies
1860,ES-2012-2471764,"SanDisk Computer Printout Paper, Multicolor",0.0,31.0,1,Office Supplies
1861,ES-2012-3337263,"Eldon Trays, Single Width",0.1,173.0,4,Office Supplies
1862,ES-2012-5336654,"Acco Binder, Durable",0.0,50.0,3,Office Supplies
1863,ES-2012-5336654,"Stockwell Thumb Tacks, Metal",0.0,27.0,2,Office Supplies
1864,ES-2012-5336654,"Harbour Creations Round Labels, Laser Printer Compatible",0.0,27.0,4,Office Supplies
1865,ES-2012-5336654,"Smead Box, Blue",0.0,43.0,4,Office Supplies
1866,ES-2012-5336654,"Okidata Calculator, White",0.0,254.0,5,Technology
1867,ES-2012-2456263,"Boston Highlighters, Blue",0.0,19.0,1,Office Supplies
1868,ES-2012-2456263,"Boston Highlighters, Fluorescent",0.0,40.0,2,Office Supplies
1869,ES-2012-2456263,"Hon Color Coded Labels, Adjustable",0.0,21.0,2,Office Supplies
1870,ES-2012-2456263,"Xerox Computer Printout Paper, Multicolor",0.0,83.0,3,Office Supplies
1871,IT-2012-5235697,"Kraft Peel and Seal, Recycled",0.0,174.0,9,Office Supplies
1872,ES-2012-2456263,"Okidata Phone, White",0.0,426.0,5,Technology
1873,ES-2012-3667418,"Novimex Executive Leather Armchair, Red",0.1,1243.0,3,Furniture
1874,ES-2012-3667418,"Boston Pencil Sharpener, Easy-Erase",0.0,60.0,2,Office Supplies
1875,ES-2012-3667418,"OIC Paper Clips, Bulk Pack",0.0,72.0,5,Office Supplies
1876,ES-2012-2680511,"Cardinal Binding Machine, Economy",0.0,100.0,2,Office Supplies
1877,IT-2012-3559379,"Boston Pens, Fluorescent",0.5,15.0,2,Office Supplies
1878,ES-2012-5249245,"Rubbermaid Clock, Ergonomic",0.0,49.0,1,Furniture
1879,ES-2012-5249245,"Tenex File Cart, Single Width",0.1,363.0,3,Office Supplies
1880,ES-2012-2938951,"SAFCO Steel Folding Chair, Set of Two",0.5,352.0,8,Furniture
1881,ES-2012-4139746,"Boston Highlighters, Easy-Erase",0.0,38.0,2,Office Supplies
1882,ES-2012-4139746,"Wilson Jones Binding Machine, Economy",0.0,245.0,5,Office Supplies
1883,ES-2012-4139746,"Green Bar Note Cards, Multicolor",0.0,136.0,4,Office Supplies
1884,IT-2012-5787277,"StarTech Phone, Wireless",0.5,186.0,5,Technology
1885,ES-2012-1199538,"Stockwell Thumb Tacks, Metal",0.0,55.0,4,Office Supplies
1886,IT-2012-4187289,"Accos Staples, Bulk Pack",0.5,11.0,2,Office Supplies
1887,ES-2012-5466966,"Fellowes Folders, Single Width",0.1,71.0,3,Office Supplies
1888,ES-2012-1431851,"Sauder Stackable Bookrack, Pine",0.1,269.0,2,Furniture
1889,ES-2012-1431851,"Harbour Creations Steel Folding Chair, Black",0.1,344.0,4,Furniture
1890,ES-2012-1431851,"Boston Sketch Pad, Water Color",0.0,104.0,2,Office Supplies
1891,ES-2012-1431851,"Accos Thumb Tacks, 12 Pack",0.0,26.0,2,Office Supplies
1892,ES-2012-1431851,"Stockwell Clamps, Assorted Sizes",0.0,49.0,3,Office Supplies
1893,ES-2012-1431851,"Smead Trays, Wire Frame",0.1,171.0,4,Office Supplies
1894,ES-2012-2766375,"Hoover Refrigerator, Silver",0.0,1054.0,2,Office Supplies
1895,ES-2012-2766375,"Acco Binding Machine, Economy",0.0,153.0,3,Office Supplies
1896,ES-2012-2766375,"Novimex File Folder Labels, Alphabetical",0.0,56.0,7,Office Supplies
1897,ES-2012-5845607,"Bush Floating Shelf Set, Metal",0.0,341.0,2,Furniture
1898,ES-2012-5845607,"Avery Shipping Labels, 5000 Label Set",0.0,110.0,9,Office Supplies
1899,ES-2012-1671236,"Advantus Frame, Durable",0.0,108.0,1,Furniture
1900,ES-2012-1671236,"Tenex Door Stop, Ergonomic",0.0,170.0,4,Furniture
1901,ES-2012-1671236,"Binney & Smith Pens, Blue",0.0,24.0,2,Office Supplies
1902,ES-2012-1671236,"Sanford Highlighters, Easy-Erase",0.0,32.0,2,Office Supplies
1903,ES-2012-1671236,"Green Bar Cards & Envelopes, 8.5 x 11",0.0,315.0,6,Office Supplies
1904,ES-2012-1671236,"Eldon Shelving, Wire Frame",0.1,171.0,4,Office Supplies
1905,ES-2012-1671236,"SanDisk Router, Ergonomic",0.0,508.0,2,Technology
1906,ES-2012-1422192,"Ames Manila Envelope, Set of 50",0.0,74.0,3,Office Supplies
1907,ES-2012-5522696,"Binney & Smith Highlighters, Water Color",0.0,99.0,5,Office Supplies
1908,ES-2012-5522696,"Ibico Hole Reinforcements, Durable",0.0,42.0,5,Office Supplies
1909,ES-2012-5522696,"Enermax Keyboard, Programmable",0.0,170.0,2,Technology
1910,ES-2012-4021910,"Binney & Smith Sketch Pad, Water Color",0.0,396.0,8,Office Supplies
1911,ES-2012-4021910,"Tenex Box, Wire Frame",0.1,70.0,5,Office Supplies
1912,ES-2012-5557687,"Smead Folders, Blue",0.0,52.0,3,Office Supplies
1913,ES-2012-5557687,"Smead Lockers, Blue",0.0,794.0,4,Office Supplies
1914,ES-2012-5557687,"HP Copy Machine, Laser",0.0,487.0,2,Technology
1915,ES-2012-2488132,"Binney & Smith Pencil Sharpener, Easy-Erase",0.0,140.0,5,Office Supplies
1916,ES-2012-2488132,"Binney & Smith Sketch Pad, Water Color",0.0,99.0,2,Office Supplies
1917,ES-2012-2424030,"Advantus Light Bulb, Black",0.0,80.0,4,Furniture
1918,ES-2012-2424030,"Green Bar Cards & Envelopes, Recycled",0.0,338.0,7,Office Supplies
1919,ES-2012-2424030,"Enermax Mouse, Ergonomic",0.0,114.0,3,Technology
1920,ES-2012-1298741,"HP Fax and Copier, Color",0.0,349.0,2,Technology
1921,IT-2012-5870634,"Hamilton Beach Microwave, Silver",0.1,510.0,2,Office Supplies
1922,ES-2012-5681163,"BIC Pencil Sharpener, Easy-Erase",0.0,117.0,4,Office Supplies
1923,ES-2012-5681163,"Avery Hole Reinforcements, Recycled",0.0,10.0,2,Office Supplies
1924,ES-2012-5681163,"Stockwell Push Pins, Bulk Pack",0.0,43.0,3,Office Supplies
1925,ES-2012-2960821,"Sauder Library with Doors, Traditional",0.0,2713.0,7,Furniture
1926,ES-2012-1691714,"Sauder Library with Doors, Traditional",0.0,1163.0,3,Furniture
1927,ES-2012-1691714,"Breville Refrigerator, Silver",0.0,2080.0,4,Office Supplies
